Lemma_Sense_Id;Translation_Lemma;Translation_Sense;Translation_Gram_Info;Translation_Lex_Info
8338;zhruba, asi, přibližně;;přísl;null
8339;přibližný;;příd;null
8339;v hrubých rysech;;předl+příd+m mn;null
8339;zhruba, přibližně;;přísl;null
8340;přibližně, asi, zhruba;;přísl;null
8340;kolem;;2p předl;null
8341;zhruba řečeno;;;null
8342;zhruba totéž;;;null
8343;vhodný;;příd;null
8343;hodit se;;ned;null
8344;vhodný;;příd;null
8345;vhodný, příhodný, vyhovující, přijatelný;;příd;null
8346;vhodný, příhodný;;příd;null
8347;správný, vhodný, odpovídající;vhodný;příd;null
8348;vhodný k, určený k;;3p příd;null
8349;vhodný, přiměřený;;příd;null
8350;správný, náležitý, patřičný, vhodný;;příd;null
8351;vhodný, příhodný;;příd;null
8352;hodící se k, sedící k;kombinace oblečení apod.;3p příč ned;null
8352;vhodný k;kombinace oblečení apod.;3p příd;null
8353;vhodný k;;3p příd;null
8353;vhodný pro;;4p příd;null
8354;vhodný, přijatelný, slušný;společensky;příd;null
8355;vhodný, shodný, souhlasící;;příd;null
8356;doporučeníhodný, vhodný;;příd;null
8357;použitelný, vhodný;upotřebitelný;příd;null
8358;příznivý, vhodný;;příd;null
8359;vhodný, únosný, přístojný, přípustný;společensky;příd;null
8360;vhodný, přípustný;;příd;null
8361;vhodný, příhodný, trefný, výstižný;komentář;příd;null
8362;účelný, praktický, vhodný;;příd;null
8363;vhodný, příhodný;okamžik apod.;příd;null
8364;přiměřený pro, vhodný pro;;4p;null
8365;přiměřený, vhodný;;;null
8366;vhodný k;;3p;null
8366;připravený na;;4p;null
8367;láska;;ž;null
8368;láska;něco, co milujeme;ž;null
8369;miláček, drahoušek;;m;null
8369;láska;;ž;null
8369;zlato, zlatíčko;;s;null
8370;láska k;skupina lidí;3p ž;null
8371;láska k;věc, činnost;3p ž;null
8372;Boží láska;;;null
8373;dětská láska;nezralá;;null
8374;území;;s;null
8374;oblast;;ž;null
8375;území;;s;null
8375;region, teritorium;;m;null
8375;oblast;;ž;null
8376;území;;s;null
8376;sféra;zájmu, vlivu;ž;null
8376;rajón;;m;null
8377;ovládané území;území;příd+s;null
8377;území pod nadvládou;území;s+předl+ž;null
8377;teritorium;území;s;null
8378;rezervace;přírodní;ž;null
8378;chráněné území;přírodní;příd+s;null
8379;rezervace;přírodní;ž;null
8379;chráněné území;přírodní;příd+s;null
8380;území, teritorium;;s;null
8381;půda;;ž;null
8381;území, teritorium;;s;null
8382;dobytí, podrobení;;s;null
8382;dobyté území, podrobené území;;příd+s;null
8383;území nikoho;;;null
8384;území obce;;;null
8385;zpravodaj;soudce;m;null
8385;mluvčí;soudní porota;m;null
8386;mluvčí;ten, kdo mluví;m;null
8387;mluvčí;;m;null
8388;mluvčí;;m;null
8389;mluvčí;;m;null
8389;hlásná trouba;žertovně;příd+ž;null
8390;mluvčí, zástupce;;m;null
8391;tiskový mluvčí;muž;;null
8391;tisková mluvčí;žena;;null
8392;zjistit;;4p dok;null
8392;shledat;formálně;4p dok;null
8392;zjišťovat;;4p ned;null
8393;zjistit;;4p dok;null
8394;zjistit;;4p dok;null
8394;povšimnout si;;4p dok;null
8395;zjistit;;4p dok;null
8396;zjistit;;4p;null
8397;najít, vypátrat;;4p dok;null
8397;zjistit polohu, určit polohu;;2p dok+ž;null
8398;zjistit, prošetřit, ověřit si;;4p dok;null
8398;zjišťovat, prošetřovat, ověřovat si;;4p ned;null
8398;přesvědčit se o;;6p dok;null
8398;přesvědčovat se o;;6p ned;null
8399;zjistit, jak to chodí;;;null
8400;pochopit, najít, identifikovat, zjistit;;4p;null
8401;zkušenost;životní;ž;null
8401;zážitek;;m;null
8402;zkušenost;dřívější podobné případy;ž;null
8403;zkušenost;kompetence;ž;null
8404;zkušenost;osobní;ž;null
8404;vzdělání;;s;null
8404;původ;;m;null
8404;zázemí, prostředí;;s;null
8405;dnešní večer;;příd+m;null
8406;opravdu, skutečně, doopravdy;;přísl;null
8406;vážně;;přísl;null
8406;fakt;hovorově;přísl;null
8407;snad;v záporu;přísl;null
8407;opravdu, skutečně, vážně;;přísl;null
8407;fakt;hovorově;přísl;null
8408;opravdu, skutečně, vážně;;přísl;null
8408;fakt, fakticky;hovorově;přísl;null
8409;otec;rodič;m;null
8409;táta;familiárně;m;null
8409;tatínek;familiárně;m zdrob;null
8410;tvůrce, zakladatel;;m;null
8410;otec;;m;null
8411;otec;kněz;m;null
8412;Otec poutník;historie USA;m+m;null
8413;papež;;m;null
8413;Svatý otec;;příd+m;null
8414;nevlastní otec;;příd+m;null
8415;francouzsky;mluvit;přísl;null
8415;francouzština;jazyk;ž;null
8415;fránina;hovorově;m;null
8416;francouzský;z francouzštiny;příd;null
8417;francouzský;z Francie;příd;null
8418;zaměstnanec;;m;null
8419;zaměstnanec, pracovník;muž;m;null
8419;zaměstnankyně, pracovnice;žena;ž;null
8420;zaměstnanec ve zkušební lhůtě;;z+předl+příd+ž;null
8421;používat;;4p ned;null
8421;použít;;4p dok;null
8422;používat;;4p ned;null
8422;použít;;4p dok;null
8423;používat;;4p ned;null
8424;používat;;4p ned;null
8424;použít;;4p dok;null
8425;používat;;4p ned;null
8425;použít;;4p dok;null
8426;týden;sedm dnů;m;null
8426;neděle;přeneseně: při počítání;ž;null
8427;neděle;;ž;null
8428;jasný;TV: obraz;příd;null
8429;jasný, zřejmý, srozumitelný;jednoznačný;příd;null
8430;jasný, zářivý, zářící;;příd;null
8431;jasný, rozjasněný, prozářený, rozzářený;;příd;null
8432;neskrývaný, nezastřený;lež;příd;null
8432;jasný, zjevný, zřejmý;lež;příd;null
8433;zářivý, jasný, oslnivý;světlý;příd;null
8434;konečný, jasný, jednoznačný;;příd;null
8435;jasný, zjevný, zřejmý;;příd;null
8435;patrný, zřetelný, očividný;;příd;null
8435;vyložený, prostý;;příd;null
8436;přesvědčivý, jasný, přesný;jistý;příd;null
8436;určitý, naprostý;jistý;příd;null
8436;přesvědčený;člověk: jistý;příd;null
8437;jasný, jednoznačný;;příd;null
8438;živý, jasný, ostrý;barvy;příd;null
8439;živý, svěží, jasný;barvy;;null
8440;živý, svěží, jasný;paměť;;null
8441;jasný, zřejmý, očividný;;příd;null
8442;zjevný, evidentní, jasný;;příd;null
8443;zjevný, očividný, jasný;;příd;null
8444;zjevný, jasný, očividný;;příd;null
8445;explicitní, jasný, zřetelný;;příd;null
8446;jasný, rozhodnutý, daný;;příd;null
8447;patrný, zjevný, jasný;;příd;null
8448;jasný, jednoznačný;;;null
8449;jasný případ;právnicky;;null
8450;nad slunce jasný;;;null
8451;léto;;s;null
8452;léto;;s;null
8453;babí léto;;;null
8454;provoz;stroje;m;null
8455;provoz;intenzita;m;null
8456;Rusko;nepřesně: Sovětský svaz;s;null
8457;Rusko;Ruská federace;s;null
8458;Slovensko;;s;null
8459;vypadat;jevit se;ned;null
8460;vypadat;být nějaký;ned;null
8461;vypadat;;ned;null
8461;zdát se;;ned;null
8462;vypadat, zdát se;;ned;null
8463;podobat se;;3p ned;null
8463;být podobný;;3p ned;null
8463;vypadat jako;;1p ned;null
8464;vypadat jako blázen;;;null
8465;vypadat jako;;;null
8465;podobat se;;3p;null
8466;vypadat hloupě;;;null
8467;vypadat, že;;;null
8468;nemocnice;;ž;null
8468;špitál;hovorově;m;null
8469;položení karet;poker: odstoupení ze hry;s+ž mn;null
8470;šéf;muž;m;null
8470;šéfka, šéfová;žena;ž;null
8471;šéf;muž;m;null
8471;šéfová, šéfka;žena;ž;null
8471;vedoucí;;m;null
8471;vedoucí;;ž;null
8472;prezident, ředitel, šéf;sportovního klubu;;null
8473;šéf, vedoucí;muž;m;null
8473;šéfka, vedoucí;žena;ž;null
8474;velký šéf;;;null
8474;velké zvíře;přeneseně;;null
8475;ukázat, kdo je tady šéf;;;null
8476;uprostřed;pozice;přísl;null
8476;doprostřed;pohyb;přísl;null
8476;prostřední;;příd;null
8476;blízký;geografie;příd;null
8477;blízký;;příd;null
8478;blízký, důvěrný;intimní;příd;null
8479;blízký, důvěrný;přítel;příd;null
8480;blízký, nedaleký;;příd;null
8481;blízký přítel, důvěrný přítel;;;null
8482;stavba;fyzická stavba;ž;null
8482;konstrukce;fyzická stavba;ž;null
8483;stavba;budovy;ž;null
8484;stavba;činnost;ž;null
8485;stavba;budovy;ž;null
8486;stavba;tělesná;ž;null
8486;konstituce;tělesná;ž;null
8487;budova, stavba;;ž;null
8488;stavba, budova;;ž;null
8489;výstavba, stavba;budování;ž;null
8490;stavba těla;;ž+s;null
8490;konstituce;tělesná;ž;null
8491;vojenský;;příd;null
8492;vojenský, armádní;;příd;null
8493;vedle;;přísl;null
8494;vedle;ne do cíle;přísl;null
8495;zmatený;;příd;null
8495;vedle;být z něčeho vedle;přísl;null
8496;poblíž, blízko, vedle;;2p přísl;null
8496;blízko u, těsně u, hned u;;2p přísl+předl;null
8497;vedle, u;;2p předl;null
8498;být vedle;nejistý;ned+přísl;null
8499;bok po boku;;m+předl+m;null
8499;vedle sebe;;předl+zájm;null
8499;v jedné řadě;;předl+čísl+ž;null
8500;vedle, podél;;2p předl;null
8501;dát vedle sebe;;4p dok+předl+zájm;null
8501;dát do kontrastu;;4p dok+předl+m;null
8502;položit vedle sebe;a srovnat;4p dok+předl+zájm;null
8503;zvláštní, neobvyklý, divný;;příd;null
8504;zvláštní, divný;;příd;null
8505;divný, neobvyklý, zvláštní;;příd;null
8506;divný, zvláštní, podivný;osoba;příd;null
8507;divný, podivný, podivuhodný;neobvyklý;příd;null
8507;zvláštní, neobvyklý, nezvyklý;;příd;null
8508;divný, podivný, zvláštní;;příd;null
8509;bizarní, zvláštní, prazvláštní;divný;příd;null
8509;divný, podivný, prapodivný;divný;příd;null
8510;zvláštní, mimořádný;;příd;null
8510;prémiový;;příd;null
8510;extra;neformálně;příd;null
8511;strašidelný, zvláštní;;příd;null
8512;divný, zvláštní;člověk;příd;null
8513;divný, zvláštní;;příd;null
8514;zvláštní, divný, podivný;osoba;příd;null
8514;nezvyklý;osoba;příd;null
8515;zvláštní, divný, podivný;;příd;null
8515;nezvyklý;;příd;null
8516;divný, podivný, zvláštní;;příd;null
8517;podivný, zvláštní;schopnost;příd;null
8517;tajemný, tajuplný, záhadný;schopnost;příd;null
8517;zázračný;schopnost;příd;null
8518;podivný, zvláštní;nepřirozený;příd;null
8518;tajemný, tajuplný, záhadný;nepřirozený;příd;null
8518;zázračný;nepřirozený;příd;null
8519;neobyčejný, neobvyklý, zvláštní, nezvyklý;nikoli běžný;příd;null
8520;zvláštní, neobyčejný;člověk: jiný než ostatní;příd;null
8521;zvláštní, svérázný;;příd;null
8522;exotický, zvláštní, neobvyklý;;příd;null
8523;zvláštní, neobvyklý, divný;;příd;null
8524;zvláštní letecká služba;britská armáda;příd+příd+ž;null
8525;zvláštní efekty;;;null
8526;snížit o půl tónu;;4p dok+předl+čísl+m;null
8527;půl cesty;;čísl+ž;null
8528;půltucet;;;null
8528;půl tuctu;;;null
8529;pocit;;m;null
8530;mít pocit;;4p ned+m;null
8531;bezpečí;;s;null
8531;pocit bezpečí;;m+s;null
8532;pocit, dojem;;m;null
8533;nepříjemný pocit;v žaludku apod.;příd+m;null
8534;počít, počnout;;4p dok;null
8535;otěhotnět;;dok;null
8535;počít, počnout;zastarale;dok;null
8536;pocit, dojem;fyzický;m;null
8537;pocit, dojem;emoce;m;null
8538;svoboda;;ž;null
8538;pocit svobody;;m+ž;null
8539;opojný pocit;;příd+m;null
8540;mít pocit;;;null
8541;pocit méněcennosti u žen;;;null
8542;s;;7p předl;null
8542;díky;;3p předl;null
8543;vděčit;;3p ned;null
8543;kvůli;neutrální;3p předl;null
8543;díky;pozitivní;3p předl;null
8543;vinou;negativní;2p předl;null
8544;díky;;3p předl;null
8544;-;;7p;null
8544;prostřednictvím, pomocí;;2p s;null
8545;děkuji;;zvol;null
8545;dík, díky;neformálně;zvol;null
8546;díky, dík;;zvol;null
8547;nakukat, nabulíkovat;mylná informace;4p;null
8547;myslet si díky něčemu;;4p;null
8548;vojsko;;s;null
8548;armáda;;ž;null
8549;armáda;;ž;null
8549;vojsko;;s;null
8550;spočítat;;4p dok;null
8550;počítat;;4p ned;null
8551;spočítat;;4p dok;null
8551;počítat;;4p ned;null
8552;počítat;;ned;null
8552;spočítat;;dok;null
8553;počítat;;4p ned;null
8553;vypočítat, spočítat;;4p dok;null
8554;spočítat, vypočítat;;4p dok;null
8554;počítat;;4p ned;null
8555;počítat;;ned;null
8556;zprůměrovat;statistika;4p dok;null
8556;průměrovat;;4p ned;null
8556;spočítat průměr, vypočítat průměr;;2p dok+m;null
8556;počítat průměr;;2p ned+m;null
8557;účtovat, účtovat si, počítat si;žádat platbu;4p ned;null
8557;naúčtovat, naúčtovat si, napočítat si;;4p dok;null
8558;odhadovat, počítat;;ned;null
8558;odhadnout;;dok;null
8559;počítat, sčítat;;4p ned;null
8559;spočítat, sečíst;;4p dok;null
8560;počítat s;;7p ned;null
8560;uvažovat;;4p ned;null
8560;uvážit;;4p dok;null
8561;počítat s;zakalkulovat;7p;null
8561;vzít v úvahu, brát v úvahu;;4p;null
8562;spolehnout se na;;4p;null
8562;počítat s;;7p;null
8563;míra;;ž;null
8563;rozsah, význam;;m;null
8564;rozsah, rozměr;;m;null
8564;míra;;ž;null
8565;míra;procento;ž;null
8565;podíl, poměr;;m;null
8565;míra, sazba;úroková;ž;null
8566;rozměr;;m;null
8566;míra;;ž;null
8567;naměřená hodnota;;příd+ž;null
8567;míra;;ž;null
8568;míra;v pase apod.;ž;null
8568;obvod;pasu apod.;m;null
8569;požadovaná míra návratnosti;finance;příd+ž+ž;null
8570;míra likvidity;;;null
8571;nejvýhodnější úroková míra;;;null
8571;základní sazba;pro nejlepší klienty banky;;null
8572;řízení;;s;null
8572;jízda;;ž;null
8573;řízení;mechanismu;s;null
8574;řízení;auta, kola;s;null
8575;řízení;auta;s;null
8576;správa;společnosti;ž;null
8576;management;společnosti;m;null
8576;řízení;společnosti;s;null
8577;řízení;soudní apod.;s;null
8577;proces;soudní apod.;m;null
8578;vést proces;soud;ned+m;null
8578;vést řízení;soud;ned+s;null
8579;vedení, řízení;;s;null
8580;řízení, ovládání;přístroj;s;null
8580;řídicí mechanismus;;příd+m;null
8581;vedení, řízení;schopnost řízení;s;null
8582;vedení, řízení;něčeho;s;null
8583;řízení, jednání;právně;s;null
8584;žaloba, obžaloba;právně;ž;null
8584;trestní stíhání, soudní řízení;právně;příd+s;null
8585;vedení, řízení;společnosti;s;null
8586;ovládání, řízení;;s;null
8587;řízení letového provozu;;;null
8588;hospodářský cyklus, ekonomický cyklus;;;null
8589;hospodářský cyklus;;;null
8590;včetně;;2p předl;null
8591;navzdory;;přísl;null
8591;ať, ať už;;část;null
8592;nezáleží na tom, kdy;;;null
8592;ať už ... kdykoli;;;null
8593;nezáleží na tom, který;;;null
8593;ať už ... kterýkoli;;;null
8594;nezáleží na tom, kdo;;;null
8594;ať už ... kdokoli;;;null
8595;ať to stojí, co to stojí;;;null
8596;mnohý, četný;;příd;null
8597;látka, tkanina;;ž;null
8597;materiál;tkanina;m;null
8598;materiál;substance;m;null
8599;kompozitní materiál, vícesložkový materiál;materiál;příd+m;null
8600;syntetický materiál, umělý materiál;;příd+m;null
8600;umělotina;pohrdavě;ž;null
8601;vydat;utratit peníze;4p dok;null
8601;vydávat;utratit peníze;4p ned;null
8602;rozdat, rozdělit;něco mezi někoho;4p dok;null
8602;rozdávat, rozdělovat;něco mezi někoho;4p ned;null
8602;vydat;něco někomu;4p dok;null
8602;vydávat;něco někomu;4p ned;null
8603;vydat;zvuk apod.;4p dok;null
8603;vydávat;zvuk apod.;4p ned;null
8604;vydat, zveřejnit, publikovat;;4p dok;null
8604;vydávat, zveřejňovat, publikovat;;4p ned;null
8605;dát se, vydat se;jít;dok;null
8605;odbočit, zatočit, zahnout;změnit směr;dok;null
8606;vydat blesk;;dok+m;null
8607;vydat, otisknout, vytisknout;vydat tiskem;4p dok;null
8607;uveřejnit, zveřejnit, publikovat;vydat tiskem;4p dok;null
8607;vydávat, tisknout;vydat tiskem;4p ned;null
8607;uveřejňovat, zveřejňovat, publikovat;vydat tiskem;4p ned;null
8608;vydat, vyřídit;dokument;4p dok;null
8609;vydat se, vyrazit;na cestu;dok;null
8610;utratit, vynaložit, vydat;peníze;4p dok;null
8610;utrácet, vynakládat, vydávat;peníze;4p ned;null
8611;zamířit, vydat se;někam;dok;null
8612;vyplatit, vydat;;4p dok;null
8613;vydat znovu;;4p dok+přísl;null
8613;dotisknout;knihu;4p dok;null
8614;vydat se;na cestu;;null
8614;pustit se do;začít;2p;null
8615;vydat příkaz;;;null
8616;vydat prohlášení;;;null
8617;stavit se, zastavit se, zaskočit;navštívit;;null
8617;působit;nějak;;null
8618;působit jako;;ned+sp;null
8618;dojem, nádech;;m;null
8618;atmosféra;;ž;null
8619;ovlivnit;;4p dok;null
8619;působit na, ovlivňovat;pozitivně nebo negativně;4p ned;null
8619;mít dopad na;;4p ned+m;null
8620;působit na;;4p ned;null
8620;formovat;dlouhodobě působit;4p ned;null
8621;působit na sebe navzájem;;ned+předl+zájm+přísl;null
8622;vyvolat, způsobit;;4p dok;null
8622;vyvolávat, působit;;4p ned;null
8623;neutralizovat;;4p ned;null
8623;působit jako protiváha;;ned+sp+ž;null
8623;vyvažovat;vliv něčeho;4p ned;null
8624;vyrovnat, vyvážit;;4p dok;null
8624;působit jako protiváha;;3p ned+sp+ž;null
8625;působit jako konferenciér;;dok+sp+m;null
8626;být z něčeho;vzniknout z něčeho;ned+předl;null
8626;vzniknout, vyvinout se, rozvinout se;vývojem;dok;null
8626;vyvstat, nastat, objevit se;spíše náhle;dok;null
8627;vzniknout, zrodit se;;dok;null
8627;vznikat;;ned;null
8628;vyvolat;způsobit vznik;4p dok;null
8628;dát vzniknout;;3p dok+dok;null
8628;zavést, vynalézt;;4p dok;null
8629;kultura;intelektuální tvorba;ž;null
8630;kultura;hodnoty, zvyky;ž;null
8631;společnost;obyvatelstvo se společnou kulturou;ž;null
8631;kultura;přeneseně;ž;null
8632;populární kultura;;;null
8633;boj;;m;null
8633;bojování;;s;null
8634;boj;ozbrojený;m;null
8635;boj za, zápas za;přeneseně;4p m;null
8636;bitva o;přeneseně;4p ž;null
8636;souboj o, boj o, spor o;;4p m;null
8637;válka;konflikt;ž;null
8637;válčení;konflikt;s;null
8637;boj, konflikt;konflikt;m;null
8638;rozhodující souboj, rozhodující boj;;příd+m;null
8638;boj kdo s koho;;m+zájm+předl+zájm;null
8639;boj muže proti muži;;;null
8640;dopis;;m;null
8640;psaní;méně časté;s;null
8640;list;zřídka;m;null
8641;list;strom;m;null
8642;list;kniha;m;null
8643;pádlo;lodní: ruční;s;null
8643;lopatka;lodní: na kolesu;ž zdrob;null
8643;list;lodní: na kolesu;m;null
8644;palmový list;list stromu;příd+m;null
8644;palmová ratolest;list stromu: symbol vítězství;příd+ž;null
8645;bobkový list;koření;příd+m;null
8646;bobkový list;;příd+m;null
8647;pracovní list;školní;příd+m;null
8648;rozkládací list;;příd+m;null
8649;nákladní list;;příd+m;null
8650;bobkový list;;;null
8651;náložní list, konosament;námořnictví;;null
8652;úmrtní list;;;null
8653;-;;-;null
8653;výše;;přísl;null
8654;výše;;přísl;null
8655;více než;;přísl+sp;null
8655;nad;;4p předl;null
8655;a více, a výše;;sp+příd;null
8655;a starší;věk;sp+příd;null
8656;výš, výše;;přísl;null
8657;výše zmíněný, shora zmíněný;text;přísl+příd;null
8657;výše uvedený, shora uvedený;text;přísl+příd;null
8657;dříve zmíněný;projev;přísl+příd;null
8658;vyšší;poloha;příd;null
8658;výše položený;poloha;přísl+příd;null
8659;jako výše;;sp+přísl;null
8659;totéž;;zájm;null
8660;výše uvedený;;přísl+příd;null
8661;viz výše;;;null
8662;místní;;příd;null
8662;lokální;formálně;příd;null
8662;zdejší;zde;příd;null
8662;tamní, tamější;jinde;příd;null
8663;místní;umrtvení apod.;příd;null
8664;místní;zelenina místních farmářů;příd;null
8665;místní;obyvatelé tohoto města;m mn;null
8666;místní;obyvatelé tohoto města;m mn;null
8667;místní, lokální;;příd;null
8668;místní, regionální;;příd;null
8669;regionální, krajský, místní, oblastní;;příd;null
8670;místní, lokální;;příd;null
8671;místní, zdejší;;příd;null
8672;místní nařízení;;příd+s;null
8673;místní hovor;;;null
8674;místní čas;;;null
8675;trvat;;4p ned;null
8676;trvat;;4p ned;null
8677;trvat;;4p ned;null
8678;tvrdit;prohlašovat;ned;null
8678;trvat na svém;prohlašovat;ned+předl+zájm;null
8679;trvat na;;6p ned;null
8680;trvat na svém;;ned+předl+zájm;null
8680;prosazovat se, uplatňovat se;;ned;null
8680;drát se dopředu;;ned+přísl;null
8681;prohlašovat, tvrdit;;4p ned;null
8681;prohlásit;;4p dok;null
8681;trvat na;;6p ned;null
8682;být pevný;;;null
8682;trvat na svém;neměnit názor;;null
8683;dolar;bankovka USA;m;null
8684;dolar;měna USA;m;null
8685;dolar, tolar;jiné země;m;null
8686;spolupráce;;ž;null
8687;spolupráce;;ž;null
8688;spolupráce;;ž;null
8688;společenství, partnerství;;s;null
8689;tvář;přední část hlavy;ž;null
8689;obličej;;m;null
8689;ksicht;hovorově;m;null
8690;rysy;tvář;m mn;null
8690;tvář;;ž;null
8691;tvar;;m;null
8692;tvar;;m;null
8692;forma;;ž;null
8693;obrys;;m;null
8693;tvar;přeneseně;m;null
8693;kontura;formálně;ž;null
8694;tvář, líc;;ž;null
8695;pleť, tvář;;ž;null
8696;na tvář;krémy apod.;předl+ž;null
8697;obrys, tvar;;m;null
8698;spirálovitý tvar;;příd+m;null
8699;tvar vlny;fyzika;m+ž;null
8700;dětská tvář;;;null
8701;zachovat vážnou tvář;;;null
8702;zachovat si tvář;;;null
8703;nastavit druhou tvář;;;null
8704;pokud, jestliže;eventualita;sp;null
8704;-li;připojeno za sloveso, formálně;část;null
8704;jestli;hovorově;sp;null
8705;jestli;hovorově;sp;null
8705;zda, zdali;;sp;null
8705;-li;připojeno za sloveso, formálně;část;null
8706;jestli, zda, zdali;;sp;null
8706;-li;;část;null
8707;pokud ne-, když ne-;;sp+část;null
8707;ne- li-;;předp+část;null
8707;ledaže;;sp;null
8707;jestli ne-;spíše hovorově;sp+část;null
8708;jestli vůbec;;;null
8709;jestli kdy;;;null
8710;obyvatel;muž;m;null
8710;obyvatelka;žena;ž;null
8711;obyvatel;zvíře žijící na teritoriu;m;null
8712;obyvatel;muž;m;null
8712;obyvatelka;žena;ž;null
8713;nájemník;domu apod.;m;null
8713;obyvatel;domu apod.;m;null
8714;nájemník;domu apod.;m;null
8714;obyvatel;domu apod.;m;null
8715;počet obyvatel;;m+m;null
8715;obyvatelstvo;;s;null
8715;populace;;ž;null
8715;stav;zvěře;m;null
8716;obyvatel, rezident;muž;m;null
8716;obyvatelka, rezidentka;žena;ž;null
8717;obyvatel kolonie;;m+ž;null
8718;zápas;;m;null
8718;utkání;;s;null
8718;mač, meč;hovorově;m;null
8719;zápas;;m;null
8719;utkání;;s;null
8720;rozhodující utkání;;příd+s;null
8720;rozhodující zápas;;příd+m;null
8721;klání, utkání;přeneseně;s;null
8722;vstupenka na odložené utkání;kvůli dešti;ž+předl+příd+s;null
8723;vedoucí;první;příd;null
8724;šéf;muž;m;null
8724;šéfová, šéfka;žena;ž;null
8724;vedoucí;;m;null
8724;vedoucí;;ž;null
8725;přední, čelný;;příd;null
8725;vedoucí;v soutěži;příd;null
8725;hlavní;nejdůležitější;příd;null
8726;hlava;vrcholný představitel;ž;null
8726;vedoucí, ředitel;muž;m;null
8726;vedoucí, ředitelka;žena;ž;null
8727;hlavní, vedoucí;;příd;null
8728;vedoucí, průvodce;muž;m;null
8728;vedoucí, průvodkyně;žena;ž;null
8729;hlavní, vedoucí;;příd;null
8730;ředitel, vedoucí;muž;m;null
8730;ředitelka, vedoucí;žena;ž;null
8731;manažer, ředitel, vedoucí;muž;m;null
8731;manažerka, ředitelka, vedoucí;žena;ž;null
8732;šéf, vedoucí;muž;m;null
8732;šéfka, vedoucí;žena;ž;null
8733;vědoucí, moudrý;;příd;null
8734;znalý, vědoucí;;příd;null
8735;vyšší, vedoucí;úředník;příd;null
8736;vedoucí, vůdčí;osobnost;příd;null
8737;vedoucí, nadřízený;žena;příd;null
8737;vedoucí, nadřízená;žena;ž;null
8738;poštmistr;zastarale;m;null
8738;vedoucí pošty;;m+ž;null
8739;vedoucí úloha;;;null
8739;vůdčí role;;;null
8740;přijímat, akceptovat;;4p ned;null
8740;přijmout;;4p dok;null
8740;brát;;4p ned;null
8741;souhlasit s;říci ano;7p ned;null
8741;kývnout na;dát najevo souhlas;4p dok;null
8741;přijmout;nabídku;4p dok;null
8742;přijímat;platba;4p ned;null
8742;přijmout;platba;4p dok;null
8743;přijmout;;4p dok;null
8743;přijímat;;4p ned;null
8744;přijmout;;4p dok;null
8744;přijímat;;4p ned;null
8745;uvítat;pozitivní;4p dok;null
8745;přijmout;neutrální;4p dok;null
8746;přijmout, chytnout;rádio, televize;4p dok;null
8746;přijímat, chytat;;4p ned;null
8747;osvojit si, přijmout, převzít;myšlenku;4p dok;null
8747;osvojovat si, přijímat, přebírat;myšlenku;4p ned;null
8748;přijmout rozhodnutí;soudní porota;;null
8749;umění;;s;null
8750;řečnictví;;s;null
8750;rétorika;;ž;null
8750;řečnické umění;;příd+s;null
8751;galerie;;;null
8751;muzeum umění;;;null
8752;fakulta svobodných umění;;;null
8753;scénické umění;;;null
8754;auto;;s;null
8754;automobil;;m;null
8754;vůz;;m;null
8755;auto;;s;null
8755;vůz;;m;null
8755;kára;slang;ž;null
8756;automobil;;m;null
8756;auto;hovorově;s;null
8757;auto;automobil;s;null
8758;náklaďák;hovorově;m;null
8758;nákladní auto;;příd+s;null
8758;kamión;větší;m;null
8759;auto na ruční ovládání;;s+předl+příd+s;null
8760;nákladní auto;;příd+s;null
8760;náklaďák;hovorově;m;null
8761;lidé sdílející jedno auto;;;null
8762;sdílet auto;;ned+s;null
8763;dodávkové auto;;příd+s;null
8763;dodávka;;ž;null
8764;auto-;;předp;null
8765;pětidvéřové auto;;příd+s;null
8765;hatchback;;m;null
8766;malé úsporné auto;;;null
8767;auto s velkou spotřebou;;;null
8768;policejní auto;;;null
8768;policejní vůz;;;null
8769;sportovní auto;;;null
8769;sporťák;hovorově;;null
8770;časopis;;m;null
8771;časopis;;m;null
8771;periodikum;;m;null
8772;časopis, magazín;periodikum;m;null
8772;týdeník;jednou týdně;m;null
8772;měsíčník;jednou měsíčně;m;null
8773;profesní časopis;;;null
8774;označit;;4p dok;null
8774;označovat;;4p ned;null
8775;označit;;4p dok;null
8775;opatřit štítkem;;4p dok+m;null
8776;označit hvězdičkou;;4p dok+ž zdrob;null
8777;ocejchovat, označit;;4p dok;null
8777;cejchovat, značit;;4p ned;null
8778;označit, zvolit;počítače: vybrat text;4p dok;null
8778;označovat;;4p dok;null
8779;označit, vyznačit;;4p dok;null
8779;označovat, vyznačovat;;4p ned;null
8780;označit, procvaknout;jízdenku;4p dok;null
8780;znehodnotit;učinit nepoužitelným;4p dok;null
8781;určit, ukázat, udat;příčinu;4p dok;null
8781;přesně označit, přesně stanovit;příčinu;4p přísl+dok;null
8782;určit, ukázat, udat;místo;4p dok;null
8782;přesně označit, přesně stanovit;místo;4p přísl+dok;null
8783;označit, prohlásit;za něco;4p dok;null
8783;označovat, prohlašovat;;4p ned;null
8784;označit hvězdičkou;;4p dok+ž;null
8785;označit vodoznakem;;4p dok+m;null
8786;označit lístek;v metru;;null
8787;otevřený úvěr, úvěrový účet;;;null
8788;navzdory;;2p předl;null
8788;přes;;4p předl;null
8788;přestože;;sp;null
8789;přestože;;sp;null
